mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,cx_most_bpka,cx_logp,cx_logd,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,PCT_IHB_3D7,pXC50_3D7
417.52,5.37,6.0,2.0,83.56,4.0,1.0,4.51,4.65,4.65,417.52,5.0,29.0,0.41,417.0718,6.0,2.0,1.0,-1.85,92.0,6.08373
452.56,5.4,3.0,2.0,78.09,4.0,1.0,5.69,4.4,4.39,452.56,4.0,34.0,0.44,452.2212,6.0,2.0,1.0,-1.41,84.0,6.50473
338.42,2.52,6.0,4.0,108.72,7.0,0.0,10.2,3.32,0.8,452.44,3.0,25.0,0.49,338.1855,7.0,5.0,0.0,-1.12,98.0,6.13509
358.57,4.51,3.0,1.0,24.5,9.0,0.0,10.72,4.62,-1.08,472.59,1.0,26.0,0.66,358.2984,3.0,1.0,0.0,-0.97,84.0,6.1064
388.92,5.02,6.0,1.0,54.19,6.0,1.0,8.29,4.61,3.67,388.92,3.0,26.0,0.64,388.1125,5.0,1.0,1.0,-2.23,91.0,6.00497
488.6,5.85,5.0,2.0,73.39,4.0,1.0,8.22,4.65,3.61,488.6,5.0,37.0,0.33,488.2325,7.0,2.0,1.0,-1.35,100.0,6.05694
519.69,6.63,4.0,1.0,62.3,9.0,2.0,7.62,6.64,6.22,519.69,4.0,39.0,0.27,519.2886,5.0,1.0,2.0,-0.85,97.0,6.41885
312.38,2.61,7.0,2.0,112.71,3.0,0.0,5.93,2.37,2.36,312.38,3.0,23.0,0.77,312.1699,7.0,4.0,0.0,-0.89,94.0,8.22209
525.57,5.22,4.0,3.0,81.67,8.0,2.0,8.51,4.3,4.0,525.57,3.0,38.0,0.38,525.2239,6.0,3.0,2.0,-1.16,94.0,6.05253
422.23,4.9,8.0,4.0,133.44,5.0,0.0,2.37,6.18,6.16,422.23,3.0,28.0,0.26,421.0345,9.0,4.0,0.0,-1.28,98.0,7.53232
599.96,5.7,5.0,2.0,73.91,10.0,2.0,7.86,5.69,5.1,636.42,3.0,38.0,0.29,598.1346,7.0,2.0,2.0,-1.47,96.0,6.12025
339.49,3.99,5.0,2.0,53.08,6.0,0.0,8.63,4.05,2.78,339.49,2.0,25.0,0.83,339.2423,5.0,2.0,0.0,-1.45,100.0,6.04672
578.76,5.75,5.0,2.0,108.45,11.0,2.0,9.17,5.95,4.18,578.76,3.0,43.0,0.28,578.3257,7.0,3.0,2.0,-0.83,100.0,6.16862
365.91,4.93,3.0,2.0,50.94,6.0,0.0,9.63,5.37,2.8,402.37,3.0,26.0,0.61,365.1659,3.0,3.0,0.0,-0.61,87.0,5.98491
273.3,1.56,5.0,4.0,103.15,4.0,0.0,6.04,2.29,2.27,273.3,2.0,20.0,0.38,273.1226,7.0,4.0,0.0,-1.07,100.0,6.3737
369.42,4.75,4.0,2.0,77.24,5.0,0.0,5.99,5.21,5.2,369.42,4.0,28.0,0.53,369.1477,5.0,3.0,0.0,-1.08,98.0,6.11296
468.6,5.41,4.0,2.0,70.25,7.0,1.0,9.5,4.78,2.7,468.6,4.0,35.0,0.38,468.2525,6.0,2.0,1.0,-1.44,88.0,6.05984
391.39,3.99,3.0,2.0,61.44,5.0,0.0,7.29,3.48,3.23,391.39,2.0,28.0,0.81,391.1508,5.0,2.0,0.0,-2.02,95.0,6.29257
522.9,5.84,3.0,2.0,61.44,10.0,2.0,9.14,5.29,3.55,522.9,2.0,34.0,0.3,521.1404,5.0,2.0,2.0,-1.28,98.0,6.16313
417.54,4.95,6.0,0.0,63.91,4.0,0.0,0.65,4.51,4.51,417.54,4.0,30.0,0.47,417.1623,6.0,0.0,0.0,-1.85,87.0,5.90661
472.96,5.25,4.0,1.0,35.94,8.0,1.0,7.25,5.39,5.42,472.96,3.0,33.0,0.49,472.1729,4.0,1.0,1.0,-0.97,96.0,6.02904
486.66,5.82,4.0,1.0,50.8,9.0,1.0,7.35,5.75,5.47,486.66,3.0,36.0,0.39,486.2882,5.0,1.0,1.0,-0.88,93.0,6.01794
559.59,4.78,7.0,3.0,92.07,10.0,1.0,9.45,5.93,3.91,673.61,5.0,41.0,0.21,559.2195,7.0,3.0,1.0,-0.87,100.0,6.26841
402.88,5.04,3.0,2.0,62.22,5.0,1.0,4.45,4.99,4.96,402.88,4.0,29.0,0.49,402.1135,4.0,2.0,1.0,-1.13,93.0,6.06488
311.77,4.34,4.0,1.0,46.51,4.0,0.0,5.13,4.4,4.4,311.77,3.0,22.0,0.58,311.0825,4.0,1.0,0.0,-1.61,100.0,6.07659
468.95,2.87,9.0,3.0,121.53,7.0,0.0,7.51,3.92,3.56,505.41,3.0,33.0,0.48,468.1789,10.0,4.0,0.0,-1.58,95.0,6.6478
428.54,5.47,6.0,2.0,68.3,9.0,1.0,7.26,5.48,5.25,428.54,4.0,32.0,0.37,428.2212,6.0,2.0,1.0,-0.85,99.0,6.55129
377.48,4.97,4.0,2.0,50.72,8.0,0.0,10.77,3.79,3.25,377.48,3.0,28.0,0.58,377.1991,4.0,2.0,0.0,-0.23,98.0,6.0299
517.11,6.98,3.0,2.0,52.57,8.0,2.0,9.17,7.19,5.53,517.11,3.0,37.0,0.32,516.2544,4.0,2.0,2.0,-0.59,98.0,6.12244
353.51,6.33,3.0,1.0,42.35,6.0,1.0,4.35,6.16,6.15,389.97,2.0,26.0,0.62,353.2355,3.0,1.0,1.0,0.84,95.0,6.74898
595.71,6.5,4.0,2.0,70.67,11.0,2.0,9.38,6.2,4.23,595.71,3.0,43.0,0.25,595.3022,6.0,2.0,2.0,-1.11,100.0,6.06149
461.68,5.78,4.0,1.0,35.58,6.0,1.0,7.53,5.95,5.58,575.7,3.0,33.0,0.51,461.2501,4.0,1.0,1.0,-1.7,99.0,6.02358
576.18,7.5,4.0,2.0,70.67,12.0,2.0,9.15,7.05,5.3,576.18,3.0,41.0,0.22,575.2915,6.0,2.0,2.0,-1.11,100.0,6.08975
464.57,3.11,7.0,3.0,95.95,10.0,0.0,9.05,1.68,-0.03,464.57,3.0,34.0,0.4,464.2424,8.0,3.0,0.0,-0.6,97.0,6.12322
458.56,3.78,7.0,3.0,90.74,7.0,0.0,9.61,2.88,0.84,495.02,4.0,34.0,0.39,458.2318,7.0,3.0,0.0,-0.78,97.0,6.74103
422.57,6.46,4.0,1.0,74.44,8.0,1.0,4.77,6.12,6.12,422.57,2.0,31.0,0.5,422.2569,5.0,2.0,1.0,0.85,96.0,6.04801
541.82,5.72,5.0,2.0,88.4,7.0,2.0,8.31,6.04,5.19,541.82,4.0,36.0,0.29,540.041,6.0,2.0,2.0,-1.01,80.0,5.85494
482.59,4.61,8.0,2.0,84.43,10.0,0.0,7.19,4.03,3.86,482.59,4.0,36.0,0.34,482.243,8.0,2.0,0.0,-1.57,93.0,5.97499
602.87,5.5,4.0,4.0,88.74,9.0,2.0,8.81,3.88,1.6,602.87,2.0,44.0,0.31,602.4308,8.0,4.0,2.0,-0.69,93.0,6.02397
364.28,3.71,3.0,2.0,41.49,7.0,0.0,9.66,3.94,1.72,364.28,2.0,22.0,0.79,363.0834,3.0,2.0,0.0,-0.46,99.0,6.01738
434.41,5.55,3.0,1.0,35.58,8.0,1.0,8.42,5.83,4.77,548.43,2.0,29.0,0.55,433.1688,4.0,1.0,1.0,-1.74,90.0,6.06687
593.75,7.08,6.0,2.0,83.66,12.0,2.0,8.68,6.35,5.06,593.75,5.0,43.0,0.12,593.2348,7.0,2.0,2.0,-1.13,93.0,6.03628
529.73,6.0,4.0,2.0,68.8,4.0,2.0,9.92,5.77,3.6,529.73,3.0,39.0,0.43,529.3304,6.0,2.0,2.0,-0.03,98.0,6.18235
570.52,5.08,7.0,1.0,71.86,8.0,2.0,10.16,4.52,1.76,570.52,3.0,39.0,0.41,569.196,8.0,1.0,2.0,-1.31,94.0,6.02897
588.73,4.1,6.0,1.0,99.26,9.0,1.0,8.31,4.07,4.07,588.73,3.0,42.0,0.38,588.2406,9.0,1.0,1.0,-0.99,95.0,6.32007
492.59,4.19,7.0,8.0,190.71,6.0,1.0,6.15,3.82,3.79,492.59,4.0,34.0,0.15,492.1263,11.0,10.0,2.0,-1.38,94.0,5.99761
306.33,2.35,6.0,3.0,115.73,2.0,0.0,5.78,2.19,2.18,306.33,4.0,23.0,0.52,306.1229,7.0,5.0,0.0,-0.71,100.0,6.75336
544.7,4.31,6.0,4.0,102.93,13.0,1.0,8.76,3.27,1.89,590.72,3.0,40.0,0.26,544.305,8.0,4.0,1.0,-0.75,95.0,6.11385
283.33,3.19,5.0,1.0,63.56,1.0,0.0,0.78,3.34,3.32,283.33,3.0,21.0,0.74,283.1321,5.0,1.0,0.0,-1.42,94.0,6.08552
517.67,3.81,6.0,3.0,99.49,10.0,1.0,10.12,3.12,0.52,517.67,3.0,38.0,0.38,517.3053,8.0,3.0,1.0,-0.57,98.0,6.24138
590.67,4.98,6.0,2.0,90.98,10.0,1.0,8.16,4.26,4.15,704.69,3.0,41.0,0.35,590.2175,8.0,2.0,1.0,-1.89,92.0,5.99746
454.5,5.51,4.0,0.0,61.92,8.0,1.0,6.11,5.09,5.07,454.5,3.0,33.0,0.45,454.198,5.0,0.0,1.0,-1.66,99.0,6.21205
541.1,6.08,4.0,2.0,64.68,9.0,2.0,8.37,6.07,5.06,541.1,4.0,39.0,0.25,540.2292,6.0,2.0,2.0,-1.41,100.0,6.4459
535.01,3.64,12.0,3.0,168.71,10.0,2.0,8.26,2.91,2.0,649.03,5.0,38.0,0.22,534.2007,12.0,5.0,2.0,-1.09,93.0,5.99606
498.36,6.41,6.0,0.0,66.76,7.0,1.0,8.31,6.85,6.85,498.36,4.0,34.0,0.22,497.0797,6.0,0.0,1.0,-1.34,99.0,6.36788
488.63,5.54,5.0,0.0,51.24,8.0,1.0,7.51,5.07,4.71,488.63,3.0,36.0,0.42,488.2675,6.0,0.0,1.0,-1.06,96.0,6.2435
531.06,6.14,5.0,2.0,79.48,9.0,2.0,8.56,5.56,4.36,567.52,4.0,38.0,0.25,530.2085,7.0,2.0,2.0,-1.47,92.0,6.06676
656.91,6.75,5.0,2.0,98.82,16.0,2.0,7.91,6.78,6.16,656.91,2.0,48.0,0.15,656.4302,8.0,2.0,2.0,-0.59,86.0,6.00312
375.6,3.72,2.0,0.0,23.55,1.0,0.0,2.55,3.79,3.79,375.6,1.0,22.0,0.7,373.9967,3.0,0.0,0.0,-1.69,89.0,6.05202
395.89,3.83,4.0,1.0,54.46,5.0,0.0,7.18,3.49,3.3,509.91,3.0,28.0,0.71,395.1401,5.0,1.0,0.0,-1.5,100.0,6.61856
558.54,5.98,3.0,1.0,66.48,9.0,2.0,8.31,6.31,6.31,558.54,3.0,38.0,0.26,558.1412,5.0,1.0,2.0,-1.62,96.0,6.165
497.57,5.6,6.0,1.0,85.4,4.0,1.0,7.64,5.34,4.9,534.04,4.0,37.0,0.4,497.2227,7.0,1.0,1.0,-1.14,99.0,6.15785
534.93,6.75,5.0,3.0,56.92,9.0,2.0,8.32,6.81,5.84,571.39,4.0,31.0,0.21,532.9998,4.0,3.0,2.0,-0.96,95.0,6.07098
433.47,3.28,7.0,5.0,136.82,7.0,0.0,3.96,4.37,4.36,547.49,4.0,32.0,0.3,433.1862,10.0,5.0,0.0,-1.66,89.0,6.03326
505.58,2.43,11.0,3.0,146.37,10.0,2.0,9.58,2.51,0.36,619.6,4.0,37.0,0.22,505.2438,11.0,4.0,2.0,-0.83,91.0,6.01906
379.42,5.45,3.0,2.0,78.87,3.0,1.0,4.48,4.03,1.65,493.44,5.0,29.0,0.44,379.1321,5.0,2.0,1.0,-0.52,99.0,6.11849
309.2,3.11,4.0,0.0,32.26,2.0,0.0,5.0,3.78,3.78,345.66,2.0,20.0,0.85,308.0596,4.0,0.0,0.0,-1.15,97.0,6.83147
517.21,7.01,6.0,1.0,47.53,19.0,2.0,10.73,7.28,1.46,553.67,2.0,36.0,0.22,516.3707,6.0,1.0,2.0,-1.33,100.0,6.77413
411.51,4.78,4.0,2.0,60.5,3.0,0.0,8.22,4.22,3.18,447.97,4.0,31.0,0.51,411.2059,6.0,2.0,0.0,-1.28,100.0,7.11572
412.58,4.16,5.0,1.0,57.7,11.0,0.0,8.6,3.7,2.48,412.58,2.0,30.0,0.56,412.2838,6.0,1.0,0.0,-1.15,82.0,6.04992
361.45,3.25,4.0,1.0,54.46,5.0,0.0,7.84,2.74,2.17,397.91,3.0,27.0,0.76,361.179,5.0,1.0,0.0,-1.3,86.0,6.01943
312.8,4.82,3.0,1.0,34.15,4.0,0.0,4.96,4.88,4.88,312.8,3.0,22.0,0.75,312.1029,3.0,1.0,0.0,-1.25,97.0,6.06558
565.68,6.45,4.0,1.0,44.81,8.0,2.0,9.0,5.73,4.13,565.68,3.0,41.0,0.34,565.2916,5.0,1.0,2.0,-1.03,99.0,6.69225
401.47,3.78,6.0,1.0,69.24,7.0,0.0,8.7,4.12,2.83,482.38,4.0,30.0,0.48,401.1739,6.0,1.0,0.0,-0.83,100.0,7.08674
305.42,2.95,3.0,0.0,54.45,4.0,0.0,8.31,2.77,2.77,305.42,0.0,22.0,0.75,305.1991,4.0,0.0,0.0,0.27,97.0,6.05163
456.58,4.21,6.0,3.0,87.63,8.0,0.0,8.55,3.49,2.31,570.6,5.0,33.0,0.31,456.1732,7.0,3.0,0.0,-1.48,100.0,6.2522
363.51,3.68,6.0,1.0,68.02,5.0,0.0,8.31,3.56,3.56,363.51,2.0,24.0,0.82,363.1075,5.0,1.0,0.0,-2.18,83.0,5.91882
337.86,2.84,6.0,2.0,89.23,6.0,0.0,7.55,3.08,2.7,418.77,1.0,23.0,0.83,337.1669,6.0,4.0,0.0,0.11,94.0,8.49485
340.26,3.1,5.0,2.0,80.0,2.0,0.0,9.59,3.47,1.61,376.72,1.0,22.0,0.87,339.1018,5.0,4.0,0.0,-0.68,86.0,6.20569
461.46,4.57,6.0,4.0,87.74,14.0,0.0,9.63,3.99,1.8,577.53,2.0,29.0,0.24,460.1354,5.0,5.0,0.0,-0.5,86.0,5.97842
281.17,4.67,3.0,0.0,25.78,1.0,0.0,0.07,4.37,4.37,281.17,3.0,17.0,0.61,279.9629,2.0,0.0,0.0,-1.82,94.0,6.33718
486.58,6.03,3.0,1.0,41.57,6.0,1.0,9.58,5.67,3.5,486.58,2.0,35.0,0.51,486.2494,4.0,1.0,1.0,-0.79,99.0,6.09342
242.75,3.48,2.0,2.0,40.46,3.0,0.0,8.31,3.52,3.52,242.75,1.0,16.0,0.85,242.1074,2.0,2.0,0.0,-0.15,96.0,6.34239
570.51,4.88,12.0,2.0,205.62,12.0,2.0,8.31,4.05,-1.22,570.51,4.0,41.0,0.1,570.1486,14.0,2.0,2.0,-0.09,99.0,6.58937
491.68,7.86,3.0,2.0,54.02,11.0,1.0,8.86,7.95,6.64,528.14,4.0,37.0,0.21,491.2937,4.0,2.0,1.0,-0.92,100.0,6.4467
499.88,6.48,4.0,1.0,41.93,9.0,1.0,3.63,6.54,6.29,613.9,2.0,33.0,0.4,499.1349,4.0,1.0,1.0,-0.8,98.0,6.7114
440.14,4.12,3.0,2.0,50.36,3.0,0.0,8.48,4.04,2.93,476.6,2.0,23.0,0.76,437.9579,4.0,2.0,0.0,-0.84,97.0,6.03875
422.35,4.88,4.0,1.0,49.77,9.0,0.0,8.85,4.15,2.69,422.35,2.0,28.0,0.59,421.1211,4.0,1.0,0.0,-0.52,94.0,6.05919
440.37,5.66,3.0,1.0,35.58,4.0,1.0,6.88,5.88,5.76,440.37,3.0,30.0,0.57,439.1218,4.0,1.0,1.0,-1.54,99.0,6.21221
455.31,4.41,4.0,3.0,92.35,5.0,0.0,3.61,3.47,3.47,455.31,3.0,29.0,0.5,454.0641,7.0,3.0,0.0,-1.17,95.0,6.06323
520.07,6.11,6.0,1.0,59.75,11.0,2.0,9.3,5.59,3.69,520.07,4.0,37.0,0.24,519.2289,6.0,1.0,2.0,-1.15,90.0,6.03792
638.24,6.2,4.0,3.0,78.37,7.0,2.0,7.37,7.1,6.84,674.7,4.0,31.0,0.21,637.9563,5.0,3.0,2.0,0.01,100.0,6.14728
347.34,3.42,5.0,2.0,90.71,2.0,0.0,2.67,3.76,3.76,383.81,3.0,25.0,0.74,347.1358,5.0,4.0,0.0,-1.01,89.0,5.88917
251.72,1.76,5.0,3.0,74.8,1.0,0.0,8.24,1.81,0.91,288.18,1.0,17.0,0.71,251.0938,5.0,4.0,0.0,-0.57,97.0,6.47363
435.53,3.27,7.0,3.0,97.4,13.0,0.0,8.93,2.82,2.19,549.55,3.0,32.0,0.35,435.227,8.0,3.0,0.0,-1.34,92.0,6.06213
631.11,7.82,4.0,1.0,48.05,7.0,2.0,9.2,7.23,5.43,631.11,3.0,44.0,0.27,630.2385,6.0,1.0,2.0,-1.61,85.0,5.97206
311.3,2.24,6.0,0.0,87.26,4.0,0.0,1.64,2.81,2.81,311.3,3.0,23.0,0.54,311.0906,7.0,0.0,0.0,-1.32,98.0,6.68243
478.66,4.53,5.0,1.0,65.54,7.0,0.0,10.04,2.43,2.08,478.66,3.0,34.0,0.54,478.2402,6.0,1.0,0.0,-1.54,100.0,5.9764
537.03,5.9,3.0,2.0,64.68,9.0,2.0,8.62,5.12,3.88,537.03,2.0,37.0,0.31,536.2166,6.0,2.0,2.0,-1.61,92.0,6.00331
468.38,6.22,4.0,3.0,66.15,9.0,1.0,8.88,6.01,4.52,504.85,4.0,32.0,0.26,467.1167,5.0,3.0,1.0,-0.74,92.0,6.07064
339.25,4.22,4.0,2.0,49.01,3.0,0.0,8.72,4.33,3.02,420.16,3.0,21.0,0.74,338.0047,3.0,2.0,0.0,-1.35,99.0,6.0968
373.53,5.94,3.0,1.0,31.92,4.0,1.0,9.31,5.35,3.58,373.53,4.0,27.0,0.48,373.1613,3.0,1.0,1.0,-1.22,100.0,6.12951
644.86,7.88,5.0,2.0,66.07,11.0,2.0,8.66,7.14,5.16,758.88,4.0,48.0,0.17,644.3726,7.0,2.0,2.0,-1.1,100.0,6.1611
594.72,7.66,4.0,1.0,50.8,10.0,2.0,9.18,7.58,5.8,594.72,3.0,43.0,0.25,594.3069,5.0,1.0,2.0,-0.69,100.0,6.1222
353.51,6.55,3.0,1.0,42.35,7.0,1.0,4.35,6.3,6.29,389.97,2.0,26.0,0.57,353.2355,3.0,1.0,1.0,1.28,94.0,6.09268
548.64,7.21,7.0,2.0,98.51,6.0,2.0,5.81,7.18,7.17,585.1,5.0,41.0,0.23,548.2424,8.0,2.0,2.0,-1.13,96.0,6.04016
402.46,4.02,5.0,4.0,117.95,5.0,0.0,5.61,2.81,2.8,402.46,4.0,30.0,0.4,402.1804,8.0,5.0,0.0,-1.27,100.0,6.30156
453.55,5.51,5.0,3.0,110.0,6.0,1.0,4.97,3.82,3.82,453.55,4.0,34.0,0.36,453.2165,7.0,4.0,1.0,-1.3,97.0,6.15488
441.33,4.79,4.0,1.0,54.71,5.0,0.0,6.76,4.18,4.09,441.33,3.0,28.0,0.62,440.0736,5.0,1.0,0.0,-1.74,92.0,5.95066
472.21,4.1,5.0,3.0,69.81,7.0,0.0,7.55,4.13,3.75,508.67,3.0,24.0,0.45,469.9412,5.0,3.0,0.0,-0.72,92.0,6.06232
320.8,4.34,5.0,0.0,44.24,3.0,0.0,1.09,3.89,3.89,320.8,3.0,21.0,0.67,320.0386,4.0,0.0,0.0,-1.35,97.0,6.44778
421.52,3.74,5.0,3.0,78.94,11.0,0.0,7.96,3.7,3.06,535.54,3.0,31.0,0.44,421.2278,6.0,3.0,0.0,-1.42,92.0,5.96806
479.63,4.82,5.0,3.0,78.94,12.0,0.0,7.85,5.55,4.98,593.65,4.0,36.0,0.27,479.2685,6.0,3.0,0.0,-0.73,100.0,6.07035
581.17,4.16,10.0,4.0,110.7,13.0,1.0,8.86,4.99,2.43,695.19,3.0,41.0,0.22,580.3041,10.0,4.0,1.0,-0.98,100.0,5.86342
446.53,4.43,7.0,1.0,86.95,7.0,0.0,0.83,3.5,3.5,446.53,3.0,32.0,0.58,446.1413,7.0,1.0,0.0,-1.78,87.0,5.83791
454.13,3.42,3.0,6.0,140.87,4.0,1.0,10.97,1.91,-2.25,490.59,2.0,24.0,0.31,451.9596,7.0,8.0,1.0,-0.83,93.0,6.08677
511.61,5.14,4.0,2.0,78.51,10.0,2.0,8.82,4.78,3.6,625.63,2.0,35.0,0.43,511.2116,6.0,2.0,2.0,-1.71,94.0,6.03831
541.7,6.41,5.0,0.0,52.57,3.0,2.0,8.89,4.82,3.06,578.16,5.0,41.0,0.26,541.2842,6.0,0.0,2.0,-1.05,100.0,6.35982
479.54,5.81,4.0,1.0,54.04,8.0,1.0,9.86,5.15,2.72,593.57,2.0,34.0,0.52,479.2396,6.0,1.0,1.0,-1.43,90.0,6.01368
476.67,5.53,4.0,2.0,58.2,10.0,1.0,9.38,5.94,4.18,590.69,4.0,33.0,0.3,476.1592,4.0,2.0,1.0,-1.66,94.0,5.94244
514.61,5.73,9.0,2.0,113.25,8.0,2.0,4.47,5.01,5.01,628.63,5.0,37.0,0.27,514.1787,9.0,2.0,2.0,-1.46,90.0,6.01208
485.67,6.85,4.0,2.0,74.15,12.0,1.0,2.2,6.61,6.61,485.67,3.0,36.0,0.29,485.3042,5.0,2.0,1.0,-0.58,93.0,6.09931
505.02,3.9,7.0,2.0,84.31,6.0,1.0,9.01,2.56,0.9,541.48,4.0,36.0,0.41,504.2041,8.0,2.0,1.0,-1.31,100.0,6.31144
237.26,3.0,4.0,1.0,61.03,2.0,0.0,7.18,1.79,1.59,237.26,3.0,18.0,0.74,237.0902,4.0,2.0,0.0,-0.4,91.0,6.31754
479.62,5.36,4.0,2.0,76.36,9.0,1.0,8.83,4.85,3.41,479.62,3.0,36.0,0.41,479.2573,5.0,2.0,1.0,-0.7,88.0,6.28551
383.48,5.75,5.0,2.0,58.04,4.0,1.0,4.48,5.63,5.6,383.48,5.0,28.0,0.41,383.1092,4.0,2.0,1.0,-1.46,95.0,6.18987
580.8,6.03,5.0,2.0,74.33,13.0,2.0,9.45,5.55,2.08,694.82,4.0,42.0,0.19,580.2872,6.0,2.0,2.0,-0.89,100.0,6.12982
487.35,3.6,7.0,0.0,93.45,4.0,0.0,8.31,2.87,2.87,487.35,3.0,33.0,0.56,486.0974,9.0,0.0,0.0,-1.94,97.0,6.14541
566.83,7.61,3.0,2.0,47.61,11.0,2.0,9.74,7.03,3.67,680.86,3.0,42.0,0.25,566.3985,5.0,2.0,2.0,-1.29,98.0,6.09428
518.66,3.67,5.0,1.0,82.19,7.0,1.0,8.31,3.33,3.33,518.66,2.0,38.0,0.6,518.2893,8.0,1.0,1.0,-0.94,100.0,6.56334
406.53,5.25,6.0,2.0,68.3,8.0,1.0,7.29,5.17,4.92,406.53,3.0,30.0,0.53,406.2369,6.0,2.0,1.0,-0.74,100.0,6.84758
463.51,2.55,6.0,1.0,87.54,2.0,0.0,6.11,2.83,2.81,463.51,3.0,34.0,0.59,463.202,8.0,1.0,0.0,-1.91,93.0,6.1966
417.54,5.11,7.0,3.0,82.96,7.0,1.0,5.34,4.66,4.65,417.54,4.0,30.0,0.39,417.1623,6.0,3.0,1.0,-1.52,92.0,6.05049
345.38,4.69,4.0,1.0,61.03,3.0,0.0,6.63,4.17,4.1,345.38,4.0,26.0,0.58,345.1277,4.0,2.0,0.0,-0.84,99.0,6.41132
460.59,6.31,3.0,1.0,45.48,5.0,1.0,9.88,5.72,3.28,460.59,3.0,34.0,0.48,460.2526,4.0,1.0,1.0,-1.31,99.0,5.97787
450.55,3.95,9.0,1.0,105.25,6.0,0.0,9.52,3.92,1.82,450.55,3.0,33.0,0.44,450.2492,10.0,1.0,0.0,-1.63,98.0,6.02054
327.42,4.18,4.0,1.0,41.93,5.0,0.0,8.32,4.28,3.53,327.42,2.0,24.0,0.89,327.1834,4.0,1.0,0.0,-0.47,98.0,6.13187
277.37,3.29,3.0,2.0,64.93,3.0,0.0,9.79,3.47,1.05,277.37,3.0,21.0,0.77,277.1579,3.0,4.0,0.0,-0.15,100.0,6.20681
442.54,5.14,3.0,2.0,61.02,8.0,1.0,9.31,4.17,2.26,556.56,4.0,33.0,0.37,442.2169,5.0,2.0,1.0,-1.43,100.0,6.18135
348.41,2.03,5.0,4.0,89.91,4.0,0.0,9.54,1.62,-1.87,348.41,2.0,26.0,0.68,348.1699,7.0,4.0,0.0,-0.91,98.0,6.37744
279.35,2.14,5.0,2.0,80.0,2.0,0.0,8.34,3.07,2.12,315.81,2.0,21.0,0.88,279.1484,5.0,4.0,0.0,-0.49,94.0,7.24711
359.47,4.26,4.0,0.0,38.13,4.0,0.0,0.06,4.6,4.6,359.47,3.0,27.0,0.7,359.1998,4.0,0.0,0.0,-1.47,98.0,6.33341
468.54,4.29,5.0,3.0,87.63,8.0,0.0,8.61,3.86,2.62,582.56,5.0,35.0,0.3,468.2074,7.0,3.0,0.0,-1.57,100.0,6.52685
561.72,3.18,6.0,3.0,107.97,11.0,1.0,9.83,2.79,0.42,561.72,2.0,39.0,0.39,561.2673,8.0,3.0,1.0,-0.66,97.0,6.77893
424.53,2.92,4.0,1.0,86.37,4.0,0.0,0.57,2.79,2.79,424.53,3.0,30.0,0.7,424.1569,7.0,1.0,0.0,-2.23,96.0,7.0742
216.29,1.49,4.0,2.0,77.82,0.0,0.0,7.29,1.94,1.7,216.29,1.0,16.0,0.64,216.1375,4.0,4.0,0.0,-0.5,96.0,6.11474
476.61,6.14,6.0,2.0,71.42,7.0,1.0,6.7,5.36,5.28,590.63,6.0,35.0,0.29,476.1783,6.0,2.0,1.0,-1.38,97.0,6.14402
333.29,4.26,2.0,1.0,40.51,2.0,0.0,4.75,4.07,4.07,333.29,3.0,24.0,0.41,333.0889,3.0,1.0,0.0,-1.39,100.0,6.13473
471.05,4.99,4.0,2.0,56.84,9.0,0.0,9.28,4.17,1.82,471.05,2.0,33.0,0.51,470.2449,6.0,2.0,0.0,-1.98,99.0,6.13717
312.37,5.77,3.0,1.0,34.15,4.0,1.0,7.3,5.07,4.83,348.83,4.0,24.0,0.52,312.1263,3.0,1.0,1.0,-1.01,95.0,5.95439
498.07,4.72,6.0,3.0,86.3,10.0,0.0,10.27,2.65,0.72,534.53,3.0,35.0,0.38,497.2558,7.0,3.0,0.0,-0.94,100.0,6.12342
372.35,3.96,4.0,1.0,59.81,4.0,0.0,1.53,3.96,3.96,372.35,3.0,27.0,0.75,372.1198,5.0,1.0,0.0,-2.01,100.0,7.22089
304.35,1.73,7.0,3.0,116.51,6.0,0.0,7.15,1.85,1.66,304.35,2.0,22.0,0.74,304.1535,7.0,5.0,0.0,0.0,89.0,5.93227
444.58,4.05,5.0,3.0,73.41,8.0,0.0,10.28,3.04,0.24,534.61,4.0,33.0,0.38,444.2525,6.0,3.0,0.0,-0.62,98.0,6.67694
402.54,5.85,3.0,2.0,62.22,5.0,1.0,4.45,5.91,5.88,402.54,3.0,30.0,0.56,402.2307,4.0,2.0,1.0,-0.95,89.0,6.21953
557.52,5.75,5.0,2.0,69.83,11.0,2.0,7.61,4.92,4.5,557.52,3.0,38.0,0.14,556.2008,7.0,2.0,2.0,-0.84,98.0,6.07001
549.52,7.42,4.0,1.0,65.36,10.0,2.0,0.85,6.88,6.88,549.52,3.0,39.0,0.21,549.1851,5.0,1.0,2.0,-1.42,80.0,5.85773
505.05,5.18,7.0,1.0,70.05,6.0,2.0,9.24,5.27,3.43,601.15,5.0,35.0,0.34,504.1499,7.0,1.0,2.0,-1.56,93.0,6.08389
479.49,6.33,5.0,2.0,83.56,4.0,1.0,4.92,5.75,5.75,479.49,5.0,34.0,0.32,479.1028,6.0,2.0,1.0,-1.94,97.0,6.0767
