mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,cx_most_bpka,cx_logp,cx_logd,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,PCT_IHB_3D7,pXC50_3D7
368.36,3.87,4.0,2.0,75.4,7.0,0.0,9.49,4.15,2.08,368.36,2.0,26.0,0.57,368.1348,5.0,2.0,0.0,-1.05,98.0,6.04657
478.57,3.88,7.0,1.0,68.74,7.0,0.0,9.35,3.52,1.48,515.03,3.0,35.0,0.55,478.238,7.0,1.0,0.0,-0.98,100.0,6.64687
466.57,2.94,8.0,3.0,122.47,6.0,0.0,5.29,3.58,3.58,512.59,3.0,33.0,0.51,466.1787,9.0,4.0,0.0,-1.85,96.0,6.17556
357.84,3.9,3.0,1.0,52.65,3.0,0.0,1.86,3.22,3.22,357.84,2.0,25.0,0.85,357.1244,5.0,1.0,0.0,-1.82,97.0,6.00934
448.53,2.76,8.0,2.0,101.5,7.0,0.0,8.44,2.28,1.07,484.99,3.0,33.0,0.53,448.2223,9.0,2.0,0.0,-1.1,100.0,6.00087
425.64,5.11,4.0,1.0,35.58,7.0,1.0,10.14,4.91,2.24,539.66,2.0,30.0,0.67,425.2501,4.0,1.0,1.0,-1.51,86.0,5.94262
611.76,3.52,8.0,3.0,126.43,14.0,1.0,8.54,2.79,1.62,648.22,3.0,43.0,0.25,611.2665,10.0,3.0,1.0,-0.96,97.0,6.09807
568.12,6.78,5.0,0.0,58.81,8.0,2.0,9.29,6.65,4.76,568.12,4.0,41.0,0.17,567.2289,6.0,0.0,2.0,-1.44,88.0,5.91086
401.55,6.01,2.0,3.0,53.16,10.0,1.0,9.53,6.54,4.43,515.58,3.0,30.0,0.36,401.2467,4.0,3.0,1.0,-0.96,94.0,6.05501
417.94,4.25,5.0,3.0,95.96,9.0,0.0,9.18,4.04,2.45,498.85,2.0,29.0,0.53,417.1932,7.0,4.0,0.0,-0.2,91.0,8.49485
490.0,5.69,4.0,2.0,66.59,7.0,1.0,8.36,5.37,4.37,490.0,4.0,35.0,0.35,489.1819,6.0,2.0,1.0,-1.17,90.0,5.99109
417.49,4.31,5.0,3.0,99.77,6.0,0.0,4.94,3.13,3.13,417.49,4.0,30.0,0.41,417.1259,7.0,3.0,0.0,-1.86,97.0,6.25259
428.5,3.28,4.0,6.0,129.96,6.0,1.0,12.0,2.55,-2.27,464.96,3.0,32.0,0.27,428.1961,8.0,6.0,1.0,-0.49,96.0,7.32714
298.4,3.73,6.0,0.0,43.6,2.0,0.0,3.39,4.27,4.27,298.4,4.0,20.0,0.53,298.0347,4.0,0.0,0.0,-2.51,100.0,6.71956
629.65,6.95,4.0,3.0,94.3,8.0,2.0,10.93,4.27,2.5,629.65,3.0,42.0,0.24,628.2042,7.0,3.0,2.0,-0.9,100.0,6.05948
515.97,2.53,8.0,3.0,108.84,7.0,1.0,8.41,2.17,1.12,552.43,3.0,36.0,0.44,515.1736,9.0,3.0,1.0,-0.96,90.0,5.99127
427.51,3.99,5.0,2.0,92.67,7.0,0.0,1.89,3.73,3.5,427.51,4.0,32.0,0.47,427.2008,7.0,2.0,0.0,-1.69,92.0,6.01603
403.44,3.38,6.0,2.0,101.9,5.0,0.0,1.86,2.55,2.32,403.44,4.0,30.0,0.53,403.1644,8.0,2.0,0.0,-1.86,93.0,5.99407
273.38,2.17,5.0,2.0,80.0,1.0,0.0,8.4,2.64,1.62,309.85,1.0,20.0,0.82,273.1953,5.0,4.0,0.0,-0.55,93.0,7.57352
435.51,4.29,4.0,3.0,112.15,7.0,0.0,2.95,2.87,0.43,435.51,4.0,31.0,0.4,435.1253,7.0,3.0,0.0,-0.75,98.0,5.97359
394.81,3.8,6.0,2.0,80.04,6.0,0.0,0.36,3.77,3.59,394.81,2.0,25.0,0.73,394.0478,6.0,2.0,0.0,-2.82,96.0,6.65345
394.56,3.66,4.0,1.0,48.47,7.0,0.0,9.5,2.69,0.51,508.59,2.0,29.0,0.78,394.2733,5.0,1.0,0.0,-1.34,100.0,6.05651
368.91,2.24,4.0,3.0,67.84,8.0,0.0,8.28,2.26,1.33,482.93,1.0,25.0,0.66,368.1979,6.0,3.0,0.0,-1.77,100.0,7.16409
483.53,6.7,4.0,2.0,78.06,7.0,1.0,8.31,5.74,5.74,597.56,3.0,35.0,0.39,483.2134,5.0,2.0,1.0,-0.86,87.0,5.92812
372.3,2.46,3.0,2.0,61.44,5.0,0.0,7.07,2.35,2.19,486.32,1.0,24.0,0.83,371.1167,5.0,2.0,0.0,-1.23,99.0,6.02237
416.53,5.08,4.0,0.0,50.5,2.0,1.0,2.88,4.12,4.12,416.53,3.0,32.0,0.55,416.2001,4.0,0.0,1.0,-0.11,98.0,6.06892
402.9,4.9,5.0,1.0,54.71,6.0,0.0,7.45,4.04,3.72,516.93,3.0,27.0,0.64,402.0805,5.0,1.0,0.0,-2.41,93.0,6.22061
487.58,3.69,7.0,1.0,64.32,7.0,0.0,8.97,2.3,0.68,601.6,4.0,36.0,0.43,487.2384,7.0,1.0,0.0,-1.32,99.0,6.03291
332.36,4.28,6.0,3.0,83.21,5.0,0.0,5.07,4.09,4.09,332.36,4.0,25.0,0.47,332.1273,6.0,3.0,0.0,-1.34,100.0,6.17116
272.3,1.08,3.0,2.0,67.43,5.0,0.0,8.31,0.59,0.59,272.3,2.0,20.0,0.86,272.1161,5.0,2.0,0.0,-1.3,98.0,6.64581
383.24,5.18,3.0,2.0,70.67,3.0,1.0,5.16,4.59,4.58,383.24,4.0,26.0,0.48,382.0388,5.0,2.0,1.0,-1.73,100.0,6.13763
405.5,3.89,6.0,3.0,88.17,10.0,0.0,7.96,3.4,2.76,519.52,3.0,30.0,0.47,405.2165,7.0,3.0,0.0,-1.47,85.0,5.93644
398.47,4.16,5.0,0.0,62.47,3.0,0.0,4.99,5.04,5.04,398.47,4.0,30.0,0.52,398.1743,6.0,0.0,0.0,-1.76,90.0,6.01332
398.55,6.65,4.0,2.0,49.84,11.0,1.0,6.27,6.58,6.55,435.01,4.0,30.0,0.28,398.247,4.0,2.0,1.0,-0.54,100.0,6.56588
317.44,2.83,6.0,2.0,89.23,7.0,0.0,8.25,3.15,2.26,353.9,1.0,23.0,0.76,317.2216,6.0,4.0,0.0,-0.28,98.0,6.46287
427.34,4.82,4.0,2.0,80.9,6.0,0.0,7.03,4.45,4.3,463.8,3.0,29.0,0.59,426.1014,5.0,3.0,0.0,-0.94,99.0,6.6012
420.6,6.0,4.0,1.0,45.59,7.0,1.0,7.56,5.35,5.1,475.07,2.0,31.0,0.44,420.2777,4.0,1.0,1.0,0.69,97.0,6.00413
366.47,4.62,6.0,1.0,59.81,4.0,0.0,0.22,4.44,4.44,366.47,4.0,25.0,0.57,366.0609,5.0,1.0,0.0,-2.9,95.0,6.04062
402.54,4.91,5.0,2.0,61.28,7.0,0.0,9.5,4.45,3.72,402.54,3.0,30.0,0.59,402.242,5.0,2.0,0.0,-0.81,95.0,6.08526
365.41,3.99,5.0,2.0,70.15,5.0,0.0,6.16,4.24,4.21,365.41,3.0,27.0,0.72,365.1652,6.0,2.0,0.0,-1.94,100.0,6.14944
515.97,2.86,8.0,3.0,108.84,7.0,1.0,7.01,1.7,1.55,552.43,3.0,36.0,0.44,515.1736,9.0,3.0,1.0,-0.78,84.0,5.8778
594.78,3.86,7.0,4.0,120.0,13.0,1.0,8.77,3.19,1.81,640.8,3.0,42.0,0.24,594.2876,9.0,4.0,1.0,-0.96,97.0,6.28578
546.5,4.45,9.0,4.0,107.46,11.0,1.0,8.87,5.83,3.76,660.53,3.0,37.0,0.26,545.2073,9.0,4.0,1.0,-0.65,99.0,6.01934
507.52,4.6,6.0,1.0,80.12,7.0,1.0,2.04,4.45,4.45,507.52,4.0,37.0,0.37,507.1882,7.0,1.0,1.0,-1.29,88.0,5.99326
434.63,4.58,4.0,1.0,48.47,8.0,0.0,10.18,3.54,0.75,548.65,2.0,32.0,0.66,434.3046,5.0,1.0,0.0,-1.22,97.0,5.93263
310.36,3.06,5.0,1.0,72.8,4.0,0.0,3.68,2.93,2.93,310.36,3.0,23.0,0.75,310.143,6.0,1.0,0.0,-1.55,92.0,6.16388
212.59,0.32,5.0,1.0,78.23,0.0,0.0,1.34,1.24,1.24,212.59,2.0,14.0,0.64,211.9989,5.0,2.0,0.0,-1.17,97.0,6.72844
426.97,5.02,5.0,2.0,62.71,5.0,1.0,7.99,5.39,4.7,426.97,4.0,29.0,0.47,426.1281,5.0,2.0,1.0,-2.06,100.0,6.11978
181.24,1.74,3.0,1.0,44.48,6.0,0.0,4.4,1.86,1.86,217.7,1.0,13.0,0.54,181.1103,3.0,2.0,0.0,-0.39,99.0,6.75174
410.55,5.69,4.0,2.0,53.6,7.0,1.0,9.29,4.92,3.17,524.57,5.0,30.0,0.34,410.1565,4.0,2.0,1.0,-1.08,100.0,6.6722
586.67,7.01,3.0,2.0,85.51,7.0,2.0,8.31,5.96,4.02,586.67,5.0,44.0,0.2,586.238,7.0,2.0,2.0,-0.68,98.0,6.15692
551.63,7.47,5.0,1.0,54.46,7.0,2.0,6.45,7.07,7.02,551.63,4.0,39.0,0.26,551.1854,5.0,1.0,2.0,-1.59,85.0,6.02033
582.05,6.57,8.0,1.0,103.55,11.0,2.0,3.83,4.96,4.96,582.05,5.0,40.0,0.17,581.1187,8.0,1.0,2.0,-1.52,96.0,6.09517
527.61,6.89,2.0,2.0,48.13,6.0,2.0,10.28,6.38,3.59,527.61,3.0,38.0,0.27,527.256,4.0,2.0,2.0,-1.11,100.0,6.08713
433.29,3.72,3.0,3.0,56.92,7.0,0.0,9.05,4.23,2.59,433.29,3.0,24.0,0.39,433.0651,4.0,3.0,0.0,-0.81,90.0,5.99224
529.04,5.86,5.0,2.0,87.47,8.0,2.0,7.57,4.66,4.27,529.04,4.0,38.0,0.3,528.1928,7.0,2.0,2.0,-1.46,100.0,6.61197
549.54,7.03,3.0,0.0,32.78,7.0,2.0,9.45,6.82,4.78,549.54,3.0,38.0,0.3,548.1997,4.0,0.0,2.0,-0.48,89.0,6.28725
512.57,1.62,9.0,3.0,129.57,6.0,1.0,7.45,1.32,1.0,549.03,3.0,36.0,0.45,512.1642,10.0,3.0,1.0,-1.21,88.0,6.02348
195.57,2.94,1.0,1.0,26.02,0.0,0.0,1.76,2.63,2.63,232.03,1.0,12.0,0.63,195.0063,1.0,2.0,0.0,-1.71,97.0,6.13327
375.31,4.67,3.0,1.0,38.05,3.0,0.0,6.47,4.32,4.29,375.31,2.0,23.0,0.85,374.0994,3.0,1.0,0.0,0.23,99.0,6.10164
597.61,5.38,8.0,3.0,144.37,7.0,2.0,1.52,5.75,5.75,597.61,6.0,43.0,0.22,597.1395,10.0,4.0,2.0,-1.88,98.0,7.1329
319.82,3.33,4.0,1.0,46.4,4.0,0.0,2.8,2.54,2.54,319.82,3.0,21.0,0.8,319.0546,4.0,1.0,0.0,-2.45,96.0,6.0969
363.46,3.88,4.0,2.0,58.56,7.0,0.0,9.73,4.32,2.04,363.46,3.0,27.0,0.63,363.1834,4.0,2.0,0.0,-0.34,96.0,6.02912
549.27,8.0,7.0,3.0,91.41,6.0,2.0,3.57,9.35,9.34,549.27,5.0,34.0,0.2,546.9707,7.0,3.0,2.0,-1.41,99.0,6.30965
446.51,6.31,5.0,3.0,87.14,5.0,1.0,7.12,5.2,5.11,446.51,5.0,34.0,0.28,446.1743,6.0,3.0,1.0,-1.09,97.0,6.03189
340.49,4.38,3.0,1.0,32.34,8.0,0.0,9.22,4.17,2.36,340.49,2.0,24.0,0.44,340.1609,3.0,1.0,0.0,-1.22,85.0,6.01582
420.34,5.26,5.0,1.0,94.46,5.0,1.0,8.31,5.05,5.03,420.34,3.0,30.0,0.45,420.0933,7.0,1.0,1.0,-0.72,97.0,6.60664
494.32,5.12,4.0,2.0,70.15,3.0,1.0,5.45,3.89,3.88,530.78,3.0,31.0,0.53,493.0725,6.0,2.0,1.0,-1.8,96.0,6.43905
362.44,3.81,6.0,3.0,91.83,6.0,0.0,5.29,4.65,4.64,362.44,3.0,27.0,0.62,362.1855,7.0,3.0,0.0,-1.66,85.0,5.92224
489.04,6.57,5.0,1.0,54.04,8.0,1.0,8.93,6.07,4.82,489.04,5.0,34.0,0.27,488.1438,5.0,1.0,1.0,-1.28,100.0,5.95087
676.85,5.45,12.0,0.0,114.46,21.0,3.0,9.1,6.37,4.66,713.31,2.0,48.0,0.16,676.3935,12.0,0.0,3.0,0.0,84.0,6.02358
619.62,5.34,5.0,3.0,105.74,8.0,2.0,9.84,2.9,1.38,733.64,3.0,41.0,0.3,618.1834,8.0,3.0,2.0,-0.93,100.0,5.75524
496.61,3.71,7.0,3.0,86.72,7.0,0.0,8.95,2.05,0.48,533.07,3.0,35.0,0.46,496.1944,7.0,3.0,0.0,-1.11,100.0,6.7323
414.88,2.99,2.0,4.0,91.0,1.0,0.0,7.07,2.91,2.74,414.88,1.0,16.0,0.32,411.817,5.0,5.0,0.0,-0.84,100.0,6.09198
302.38,4.4,3.0,2.0,59.14,1.0,0.0,7.95,4.35,3.87,302.38,3.0,23.0,0.7,302.1419,3.0,3.0,0.0,-0.23,99.0,6.75492
172.19,1.76,3.0,2.0,64.5,1.0,0.0,5.36,1.91,1.91,194.17,2.0,13.0,0.51,172.0749,4.0,2.0,0.0,-1.63,96.0,5.93866
373.41,4.32,4.0,2.0,88.1,6.0,0.0,3.01,3.71,1.28,487.43,4.0,28.0,0.53,373.1426,6.0,2.0,0.0,-0.53,98.0,6.11196
349.41,5.0,5.0,1.0,59.42,3.0,0.0,0.1,5.85,5.85,349.41,4.0,25.0,0.53,349.0773,4.0,1.0,0.0,-0.91,97.0,6.4264
392.3,4.34,3.0,2.0,53.6,6.0,0.0,8.77,4.26,2.87,392.3,2.0,24.0,0.77,391.0895,5.0,2.0,0.0,-1.55,84.0,6.01081
334.92,4.64,3.0,1.0,15.27,5.0,0.0,9.58,4.11,1.75,334.92,2.0,22.0,0.86,334.127,2.0,1.0,0.0,-1.55,96.0,6.0274
517.47,6.0,3.0,2.0,61.02,5.0,2.0,8.52,5.91,4.75,517.47,4.0,34.0,0.34,516.1525,5.0,2.0,2.0,-1.23,100.0,6.4782
341.42,4.09,5.0,2.0,90.71,3.0,0.0,6.66,4.08,4.01,341.42,4.0,26.0,0.59,341.164,5.0,4.0,0.0,-0.39,92.0,5.87096
467.62,5.03,4.0,2.0,64.26,6.0,1.0,8.3,5.2,4.24,467.62,4.0,35.0,0.42,467.2685,6.0,2.0,1.0,-1.23,99.0,6.26981
458.59,5.09,6.0,1.0,61.61,5.0,1.0,9.28,4.73,2.86,458.59,4.0,33.0,0.45,458.1776,6.0,1.0,1.0,-2.22,96.0,6.92388
640.88,5.48,8.0,1.0,81.67,13.0,2.0,8.48,4.88,3.29,754.9,5.0,45.0,0.18,640.2654,8.0,1.0,2.0,-1.83,89.0,5.85104
309.8,4.37,2.0,1.0,40.51,2.0,0.0,6.07,4.37,4.35,309.8,3.0,22.0,0.54,309.1033,3.0,1.0,0.0,-1.35,100.0,6.13118
242.23,-0.09,6.0,3.0,96.22,5.0,0.0,8.31,0.85,0.84,242.23,1.0,17.0,0.62,242.079,6.0,3.0,0.0,0.37,100.0,6.13206
382.34,4.3,4.0,0.0,76.59,4.0,0.0,8.31,3.95,3.95,382.34,2.0,27.0,0.58,382.114,6.0,0.0,0.0,-1.47,100.0,6.78055
425.4,5.02,4.0,3.0,67.51,12.0,1.0,9.71,4.69,2.42,425.4,2.0,28.0,0.33,424.1684,4.0,4.0,1.0,-0.28,96.0,6.10357
418.51,4.98,4.0,1.0,45.59,5.0,0.0,9.24,4.69,2.85,454.97,3.0,31.0,0.59,418.2057,4.0,1.0,0.0,0.1,99.0,6.77143
441.52,5.16,7.0,0.0,97.64,7.0,1.0,1.73,5.98,5.98,441.52,4.0,32.0,0.29,441.1259,7.0,0.0,1.0,-1.89,91.0,5.94282
617.64,6.59,4.0,2.0,85.51,7.0,2.0,10.05,4.17,2.46,617.64,3.0,41.0,0.29,616.2042,7.0,2.0,2.0,-1.25,100.0,6.61873
401.49,5.3,3.0,2.0,49.94,6.0,1.0,8.94,5.05,3.51,515.51,4.0,30.0,0.46,401.1903,4.0,2.0,1.0,-1.19,100.0,6.26656
462.53,5.4,6.0,2.0,59.07,5.0,1.0,9.43,5.81,3.8,498.99,4.0,33.0,0.39,462.1326,5.0,2.0,1.0,-1.33,98.0,6.05984
476.45,4.78,4.0,1.0,44.81,8.0,0.0,8.94,4.73,2.77,590.47,2.0,32.0,0.6,475.1793,5.0,1.0,0.0,-1.83,100.0,5.93626
399.97,5.97,4.0,1.0,37.39,9.0,1.0,10.33,5.15,1.39,454.44,3.0,28.0,0.45,399.2077,4.0,1.0,1.0,-0.99,100.0,7.35537
342.45,4.84,2.0,1.0,15.27,8.0,0.0,9.7,4.65,2.19,456.47,1.0,24.0,0.68,342.2283,2.0,1.0,0.0,-1.31,100.0,6.60869
391.45,2.87,5.0,1.0,61.36,5.0,0.0,8.7,2.71,1.88,505.47,3.0,29.0,0.72,391.1808,6.0,1.0,0.0,-1.71,98.0,6.05266
519.09,5.54,4.0,2.0,64.68,9.0,2.0,8.25,6.1,5.2,519.09,3.0,37.0,0.36,518.2449,6.0,2.0,2.0,-1.62,95.0,6.11683
365.44,4.16,5.0,0.0,54.8,3.0,0.0,4.67,4.56,4.56,365.44,4.0,28.0,0.55,365.164,5.0,0.0,0.0,-1.48,100.0,7.38846
391.3,4.79,4.0,3.0,61.97,6.0,0.0,8.53,3.84,2.56,391.3,3.0,26.0,0.53,390.1014,5.0,3.0,0.0,-1.16,100.0,6.48796
380.53,5.05,3.0,1.0,41.57,7.0,1.0,9.41,5.51,3.51,494.55,2.0,28.0,0.73,380.2464,4.0,1.0,1.0,-1.33,99.0,6.10082
316.79,3.84,4.0,2.0,54.38,5.0,0.0,8.39,2.8,1.84,316.79,3.0,22.0,0.55,316.0979,4.0,2.0,0.0,-0.71,100.0,6.10628
397.41,5.01,3.0,3.0,86.46,4.0,1.0,5.16,4.43,4.43,397.41,5.0,30.0,0.4,397.1339,6.0,3.0,1.0,-1.46,100.0,6.33779
359.45,5.53,2.0,2.0,40.71,5.0,1.0,9.5,5.41,3.32,473.47,4.0,27.0,0.49,359.1798,3.0,2.0,1.0,-1.24,100.0,6.67103
444.96,5.84,4.0,1.0,41.57,6.0,1.0,7.88,5.19,4.58,558.98,3.0,30.0,0.52,444.1075,4.0,1.0,1.0,-2.12,98.0,6.18877
601.11,5.91,7.0,3.0,117.17,11.0,2.0,6.7,5.11,5.04,601.11,6.0,42.0,0.16,600.1623,9.0,3.0,2.0,-1.71,93.0,6.09289
535.03,4.71,9.0,3.0,114.11,10.0,1.0,9.82,4.39,1.9,535.03,4.0,38.0,0.25,534.2059,9.0,4.0,1.0,-1.61,98.0,6.07987
397.52,4.22,6.0,3.0,88.17,8.0,0.0,7.86,3.84,3.26,511.55,2.0,29.0,0.62,397.2478,7.0,3.0,0.0,-1.31,92.0,5.89393
573.53,6.52,5.0,0.0,22.19,9.0,2.0,8.34,6.96,5.7,609.99,2.0,38.0,0.32,572.2297,5.0,0.0,2.0,-1.55,100.0,6.08868
553.01,5.0,7.0,3.0,91.29,6.0,2.0,9.72,4.46,2.34,667.03,3.0,37.0,0.37,552.1322,8.0,3.0,2.0,-1.77,93.0,6.27663
352.2,4.32,2.0,0.0,17.07,1.0,0.0,8.31,4.41,4.41,352.2,2.0,17.0,0.71,351.9419,1.0,0.0,0.0,-0.9,96.0,6.08781
403.31,5.41,5.0,2.0,59.07,8.0,1.0,7.15,5.12,4.94,403.31,3.0,27.0,0.53,402.1014,5.0,2.0,1.0,-1.68,83.0,5.95852
587.67,4.29,8.0,1.0,109.39,12.0,1.0,8.31,4.84,4.84,587.67,3.0,43.0,0.19,587.2519,9.0,1.0,1.0,0.52,93.0,6.18219
406.84,5.42,4.0,2.0,49.84,7.0,1.0,7.19,5.49,5.29,406.84,3.0,28.0,0.55,406.1172,4.0,2.0,1.0,-1.76,89.0,5.93096
247.3,0.88,6.0,2.0,89.23,2.0,0.0,8.47,0.94,-0.14,283.76,1.0,18.0,0.81,247.1433,6.0,4.0,0.0,-0.28,94.0,6.94634
585.75,4.98,6.0,3.0,100.13,13.0,1.0,8.54,4.53,3.37,622.21,3.0,43.0,0.26,585.3203,8.0,3.0,1.0,-0.47,97.0,6.64975
509.59,4.89,4.0,2.0,78.51,7.0,1.0,8.44,4.7,3.76,623.62,2.0,35.0,0.56,509.196,6.0,2.0,1.0,-1.96,98.0,6.16131
331.38,3.41,6.0,3.0,91.41,5.0,0.0,5.53,3.22,3.21,331.38,4.0,25.0,0.52,331.1545,7.0,3.0,0.0,-1.73,100.0,6.06954
325.8,5.52,3.0,1.0,42.35,3.0,1.0,3.89,4.47,4.47,325.8,3.0,23.0,0.69,325.087,3.0,1.0,1.0,-0.57,96.0,6.13335
514.45,5.68,4.0,2.0,66.59,9.0,2.0,8.29,4.57,3.63,514.45,3.0,35.0,0.22,513.1586,6.0,2.0,2.0,-0.68,100.0,6.21419
571.91,7.17,5.0,1.0,74.59,9.0,2.0,8.31,7.46,7.46,571.91,3.0,39.0,0.28,571.1097,6.0,1.0,2.0,-1.52,96.0,6.34112
566.59,7.72,2.0,2.0,51.37,5.0,2.0,10.04,6.3,3.71,566.59,3.0,40.0,0.31,566.248,5.0,2.0,2.0,-1.21,91.0,5.89864
330.4,3.75,5.0,3.0,78.52,6.0,0.0,5.29,3.57,3.57,376.42,4.0,25.0,0.5,330.1593,6.0,3.0,0.0,-1.69,100.0,6.33095
447.65,5.44,4.0,1.0,35.58,7.0,1.0,8.41,5.42,4.37,561.67,3.0,32.0,0.52,447.2344,4.0,1.0,1.0,-1.44,84.0,5.91775
442.59,5.09,6.0,0.0,52.19,3.0,1.0,8.31,5.44,5.44,442.59,4.0,32.0,0.42,442.1827,5.0,0.0,1.0,-1.1,93.0,6.01364
431.9,5.32,5.0,3.0,88.69,6.0,1.0,8.31,4.41,4.41,431.9,3.0,29.0,0.49,431.0707,7.0,3.0,1.0,-1.97,83.0,5.9988
188.19,1.13,3.0,1.0,62.82,1.0,0.0,4.01,0.28,0.28,188.19,2.0,14.0,0.68,188.0586,4.0,1.0,0.0,-0.85,96.0,6.14159
556.47,5.63,5.0,2.0,73.49,8.0,2.0,7.44,5.37,5.04,556.47,4.0,38.0,0.28,555.1604,7.0,2.0,2.0,-1.75,100.0,5.9763
592.62,8.32,4.0,2.0,42.52,15.0,2.0,9.43,7.93,4.49,688.73,4.0,42.0,0.11,592.2524,4.0,2.0,2.0,-0.47,100.0,6.11847
477.66,5.19,5.0,2.0,53.08,10.0,1.0,9.44,4.16,1.55,591.68,4.0,36.0,0.33,477.2892,5.0,2.0,1.0,-1.22,97.0,6.05588
479.67,5.36,4.0,1.0,38.4,6.0,1.0,9.24,5.25,2.97,593.69,4.0,36.0,0.4,479.3049,5.0,1.0,1.0,-1.13,100.0,6.88003
480.66,5.82,4.0,1.0,59.37,6.0,1.0,8.34,6.04,5.05,594.68,3.0,36.0,0.48,480.2889,5.0,1.0,1.0,-1.64,99.0,6.19344
397.3,3.62,5.0,3.0,84.58,7.0,0.0,9.57,3.71,1.58,397.3,2.0,26.0,0.49,396.1007,5.0,4.0,0.0,-0.34,91.0,6.05693
642.39,5.64,5.0,5.0,106.25,12.0,2.0,8.18,5.71,5.03,642.39,4.0,38.0,0.13,640.0685,7.0,5.0,2.0,-0.22,86.0,5.9327
597.46,6.21,6.0,2.0,92.52,8.0,2.0,8.7,6.55,5.23,633.92,4.0,36.0,0.23,597.1237,8.0,2.0,2.0,-1.62,100.0,6.42902
313.79,3.05,5.0,2.0,90.71,2.0,0.0,2.67,3.49,3.49,350.25,3.0,22.0,0.76,313.1094,5.0,4.0,0.0,-0.8,94.0,6.66483
505.72,6.35,4.0,1.0,47.04,5.0,2.0,3.12,6.7,6.7,505.72,4.0,28.0,0.32,504.9854,4.0,1.0,2.0,-1.99,90.0,6.03168
440.34,4.35,4.0,0.0,47.36,6.0,0.0,6.49,3.69,3.66,440.34,3.0,28.0,0.57,439.0895,5.0,0.0,0.0,-1.65,100.0,6.93563
395.46,3.84,6.0,1.0,77.43,7.0,0.0,4.6,2.98,2.98,395.46,3.0,29.0,0.49,395.1845,7.0,1.0,0.0,-0.71,100.0,6.0013
341.46,5.39,2.0,2.0,40.71,5.0,1.0,9.65,5.14,3.04,455.48,4.0,26.0,0.51,341.1892,3.0,2.0,1.0,-0.98,100.0,6.09749
438.24,5.99,2.0,1.0,42.09,3.0,1.0,8.31,6.25,6.25,438.24,3.0,27.0,0.55,437.0238,3.0,1.0,1.0,-0.61,97.0,6.3869
586.39,7.23,3.0,2.0,64.68,10.0,2.0,8.64,6.5,5.24,586.39,2.0,37.0,0.23,584.1279,6.0,2.0,2.0,-1.48,98.0,6.10784
582.59,5.38,5.0,2.0,87.74,14.0,2.0,9.79,4.75,2.66,582.59,2.0,38.0,0.23,581.1882,7.0,2.0,2.0,-1.12,87.0,6.0192
453.53,5.56,5.0,3.0,99.77,5.0,1.0,5.13,4.99,4.89,453.53,5.0,33.0,0.32,453.1259,7.0,3.0,1.0,-1.72,100.0,6.76477
308.81,3.91,3.0,1.0,41.57,2.0,0.0,8.68,3.83,2.53,345.27,1.0,21.0,0.9,308.1292,4.0,1.0,0.0,-0.84,85.0,5.9921
352.44,5.78,2.0,2.0,48.91,2.0,1.0,6.01,5.68,5.66,352.44,5.0,27.0,0.42,352.1576,3.0,2.0,1.0,0.61,100.0,6.83068
396.94,5.7,3.0,1.0,32.34,3.0,1.0,8.56,5.66,4.47,510.97,3.0,27.0,0.62,396.1063,3.0,1.0,1.0,-1.49,94.0,6.10048
421.41,4.12,6.0,2.0,119.8,7.0,0.0,8.31,3.78,3.78,421.41,3.0,31.0,0.44,421.1274,9.0,2.0,0.0,-1.18,99.0,6.17995
540.61,4.32,7.0,8.0,198.4,8.0,2.0,11.8,3.1,2.19,540.61,4.0,39.0,0.12,540.158,10.0,10.0,2.0,-0.54,93.0,6.91239
508.63,4.79,6.0,3.0,91.29,6.0,1.0,9.1,4.79,3.1,622.65,4.0,38.0,0.35,508.2587,8.0,3.0,1.0,-1.21,100.0,6.40241
534.68,0.87,7.0,3.0,140.81,7.0,1.0,7.82,0.86,0.3,648.71,1.0,37.0,0.47,534.2624,11.0,3.0,2.0,-0.85,84.0,6.04999
545.56,5.64,3.0,2.0,64.68,12.0,2.0,9.18,4.96,3.18,545.56,2.0,37.0,0.27,544.2372,6.0,2.0,2.0,-1.15,93.0,6.16854
440.18,4.68,3.0,2.0,37.19,5.0,0.0,9.93,4.63,2.17,440.18,3.0,23.0,0.61,437.9942,3.0,2.0,0.0,-0.62,99.0,6.34581
499.59,4.86,5.0,2.0,74.69,7.0,0.0,8.26,3.81,2.89,499.59,4.0,37.0,0.36,499.2271,6.0,2.0,0.0,-0.84,100.0,6.73501
475.62,4.56,6.0,3.0,110.0,7.0,0.0,6.83,4.7,4.59,571.73,4.0,34.0,0.36,475.2042,7.0,4.0,0.0,-1.11,97.0,6.09475
444.95,7.26,3.0,3.0,69.81,4.0,1.0,4.5,6.46,6.46,444.95,5.0,31.0,0.27,444.0812,5.0,3.0,1.0,-1.39,90.0,6.09762
452.6,2.95,5.0,4.0,93.7,12.0,0.0,9.9,2.16,-0.27,452.6,2.0,33.0,0.37,452.2787,7.0,4.0,0.0,-0.65,100.0,6.11931
409.58,5.24,5.0,3.0,78.94,9.0,1.0,7.86,5.25,4.68,523.6,2.0,30.0,0.53,409.2842,6.0,3.0,1.0,-1.03,100.0,6.0585
